sample_id,domain,question,ground_truth_answer,retrieved_context,llm_response_without_rag,llm_response_with_rag,hallucination_label_without_rag,hallucination_label_with_rag,hallucination_type,factual_consistency_score,context_relevance_score,source_support_label,final_target_label
5489,science,"Using reliable knowledge, What gas do plants absorb from the atmosphere?",Carbon dioxide,Plants absorb carbon dioxide from the atmosphere during photosynthesis.,The answer is Carbon dioxide.,"Using the retrieved evidence, Carbon dioxide.",0,0,none,0.93,0.81,supported,0
5490,geography,I need the correct answer: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,It is commonly stated as Bhutan.,"Using the retrieved evidence, China.",1,0,unsupported_claim,0.09,0.94,supported,0
5491,history,The Great Wall is primarily located in which country?,China,The Great Wall is primarily located in China.,The answer is India.,"Based on the context, the answer is India.",1,1,unsupported_claim,0.31,0.62,partially_supported,1
5492,physics,What is the speed of light in vacuum?,"About 299,792 km/s","The speed of light in vacuum is about 299,792 kilometers per second.","It is commonly stated as About 1,000 km/s.","Based on the provided context, the correct answer is About 299,792 km/s.",1,0,factual_error,0.38,0.98,supported,0
5493,health,"Using reliable knowledge, What is hypertension?",High blood pressure,Hypertension is another term for high blood pressure.,It is High blood pressure.,"According to the retrieved context, High blood pressure.",0,0,none,0.98,0.94,supported,0
5494,finance,Please answer briefly: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,A tax bill.,"According to the retrieved context, Revenue minus costs.",1,0,contradiction,0.04,0.94,supported,0
5495,finance,Please answer briefly: What is inflation?,A general rise in prices,Inflation is a general rise in prices over time.,"A general rise in prices, but it is sometimes confused with A fall in prices.","According to the retrieved context, A general rise in prices.",1,0,partially_correct,0.5,0.75,supported,0
5496,literature,Please answer briefly: Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,It is William Shakespeare.,"Based on the provided context, the correct answer is William Shakespeare.",0,0,none,0.99,0.74,supported,0
5497,history,Can you answer this: The Great Wall is primarily located in which country?,China,The Great Wall is primarily located in China.,The answer is China.,"Based on the provided context, the correct answer is China.",0,0,none,0.97,0.99,supported,0
5498,health,Please answer briefly: Which nutrient is the body's main source of energy?,Carbohydrates,Carbohydrates are the body's main source of energy.,The answer is Carbohydrates.,"Based on the provided context, the correct answer is Carbohydrates.",0,0,none,0.97,0.76,supported,0
5499,finance,I need the correct answer: What is profit?,Revenue minus costs,Profit is what remains when costs are subtracted from revenue.,The answer is Revenue minus costs.,"Using the retrieved evidence, Revenue minus costs.",0,0,none,0.95,0.77,supported,0
5500,technology,"Using reliable knowledge, What does CPU stand for?",Central Processing Unit,"CPU stands for Central Processing Unit, the main processor in a computer.",Central Processing Unit.,"Based on the provided context, the correct answer is Central Processing Unit.",0,0,none,0.9,0.98,supported,0
5501,physics,I need the correct answer: What device measures temperature?,Thermometer,A thermometer measures temperature.,Barometer.,"Based on the context, the answer is Barometer.",1,1,unsupported_claim,0.38,0.72,partially_supported,1
5502,technology,Can you answer this: What does URL stand for?,Uniform Resource Locator,URL stands for Uniform Resource Locator.,It is Uniform Resource Locator.,The context supports this answer: Uniform Resource Locator.,0,0,none,0.99,0.83,supported,0
5503,chemistry,Can you answer this: What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,Salt.,The context supports this answer: Salt.,0,0,none,0.95,0.84,supported,0
5504,chemistry,"Using reliable knowledge, What is NaCl commonly known as?",Salt,NaCl is commonly known as salt.,It is commonly stated as Chlorine.,The context supports this answer: Salt.,1,0,contradiction,0.38,0.76,supported,0
5505,science,Please answer briefly: What star is at the center of our solar system?,The Sun,The Sun is the star at the center of our solar system.,The answer is The Sun.,"According to the retrieved context, The Sun.",0,0,none,1.0,0.94,supported,0
5506,history,Please answer briefly: Which empire built the Colosseum?,The Roman Empire,The Colosseum was built during the Roman Empire.,The Ottoman Empire.,"Based on the provided context, the correct answer is The Roman Empire.",1,0,unsupported_claim,0.18,0.99,supported,0
5507,health,"Using reliable knowledge, Which nutrient is the body's main source of energy?",Carbohydrates,Carbohydrates are the body's main source of energy.,The answer is Proteins.,"Based on the provided context, the correct answer is Carbohydrates.",1,0,contradiction,0.17,0.76,supported,0
5508,health,Which organ pumps blood through the body?,The heart,The heart pumps blood throughout the body.,It is commonly stated as The kidneys.,"Using the retrieved evidence, The heart.",1,0,unsupported_claim,0.17,0.92,supported,0
5509,technology,Please answer briefly: What does API stand for?,Application Programming Interface,API stands for Application Programming Interface.,It is Application Programming Interface.,"Based on the context, the answer is Advanced Protocol Interface.",0,1,contradiction,0.33,0.47,partially_supported,1
5510,science,Can you answer this: What is the center of an atom called?,The nucleus,The center of an atom is called the nucleus.,The nucleus.,The context supports this answer: The nucleus.,0,0,none,0.89,0.75,supported,0
5511,finance,What is a budget?,A plan for income and expenses,A budget is a plan that tracks income and expenses.,A stock certificate.,The context supports this answer: A plan for income and expenses.,1,0,factual_error,0.12,0.88,supported,0
5512,chemistry,What is NaCl commonly known as?,Salt,NaCl is commonly known as salt.,It is commonly stated as Baking soda.,"According to the retrieved context, Salt.",1,0,factual_error,0.22,0.89,supported,0
5513,history,Please answer briefly: Who was known as the Maid of Orléans?,Joan of Arc,Joan of Arc was known as the Maid of Orléans.,It is commonly stated as Queen Victoria.,"Based on the provided context, the correct answer is Joan of Arc.",1,0,factual_error,0.13,0.96,supported,0
5514,health,I need the correct answer: What mineral is important for strong bones?,Calcium,Calcium is important for strong bones and teeth.,The answer is Calcium.,The context supports this answer: Calcium.,0,0,none,0.87,0.9,supported,0
5515,biology,Please answer briefly: What is the basic unit of life?,The cell,The cell is the basic structural and functional unit of life.,The tissue.,"Using the retrieved evidence, The cell.",1,0,unsupported_claim,0.03,0.89,supported,0
5516,literature,"Using reliable knowledge, Who wrote '1984'?",George Orwell,George Orwell wrote the novel '1984'.,George Orwell.,"Using the retrieved evidence, George Orwell.",0,0,none,0.97,0.89,supported,0
5517,literature,I need the correct answer: Who wrote 'Pride and Prejudice'?,Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,It is commonly stated as Emily Brontë.,"Based on the context, the answer is Emily Brontë.",1,1,unsupported_claim,0.4,0.51,not_supported,1
5518,geography,I need the correct answer: Mount Everest lies on the border of Nepal and which country?,China,Mount Everest lies on the border between Nepal and China.,China.,The context supports this answer: China.,0,0,none,0.96,0.81,supported,0
5519,history,"Using reliable knowledge, Who was the first President of the United States?",George Washington,George Washington served as the first President of the United States from 1789 to 1797.,The answer is John Adams.,"According to the retrieved context, George Washington.",1,0,contradiction,0.18,0.95,supported,0
5520,literature,Who wrote '1984'?,George Orwell,George Orwell wrote the novel '1984'.,George Orwell.,"Using the retrieved evidence, George Orwell.",0,0,none,0.96,0.84,supported,0
5521,health,"Using reliable knowledge, What is hypertension?",High blood pressure,Hypertension is another term for high blood pressure.,High body temperature.,"Using the retrieved evidence, High blood pressure.",1,0,contradiction,0.32,0.92,supported,0
5522,physics,"Using reliable knowledge, What unit is used to measure force?",Newton,Force is measured in newtons.,It is commonly stated as Joule.,The context supports this answer: Newton.,1,0,factual_error,0.15,0.84,supported,0
5523,biology,What molecule carries genetic information?,DNA,DNA carries genetic information in living organisms.,It is commonly stated as Protein.,"According to the retrieved context, DNA.",1,0,contradiction,0.38,0.97,supported,0
5524,literature,"Using reliable knowledge, Who wrote 'Pride and Prejudice'?",Jane Austen,Jane Austen wrote 'Pride and Prejudice'.,It is Jane Austen.,"Based on the provided context, the correct answer is Jane Austen.",0,0,none,0.89,0.88,supported,0
5525,literature,Please answer briefly: Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,The answer is Charles Dickens.,"Using the retrieved evidence, William Shakespeare.",1,0,factual_error,0.24,0.97,supported,0
5526,science,Please answer briefly: What planet is known as the Red Planet?,Mars,Mars is often called the Red Planet because iron oxide on its surface gives it a reddish appearance.,The answer is Mars.,"Using the retrieved evidence, Mars.",0,0,none,0.95,0.74,supported,0
5527,literature,Who wrote 'Romeo and Juliet'?,William Shakespeare,William Shakespeare wrote the tragedy 'Romeo and Juliet'.,The answer is Mark Twain.,"Using the retrieved evidence, William Shakespeare.",1,0,unsupported_claim,0.25,0.96,supported,0
5528,science,Can you answer this: What is the center of an atom called?,The nucleus,The center of an atom is called the nucleus.,The answer is The nucleus.,"According to the retrieved context, The nucleus.",0,0,none,0.96,0.98,supported,0
